time_index,lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,lagging_current_power_factor,leading_current_power_factor,nsm,month,day,hour,day_of_week_num,weekstatus_weekday,weekstatus_weekend,day_of_week_friday,day_of_week_monday,day_of_week_saturday,day_of_week_sunday,day_of_week_thursday,day_of_week_tuesday,day_of_week_wednesday,usage_kwh
268,5.47,0.18,99.2,100.0,68400,1,3,19,2,1,0,0,0,0,0,0,0,1,42.98
269,0.86,1.58,99.97,99.91,69300,1,3,19,2,1,0,0,0,0,0,0,0,1,37.94
270,3.74,0.79,99.56,99.98,70200,1,3,19,2,1,0,0,0,0,0,0,0,1,39.71
271,5.69,0.18,99.14,100.0,71100,1,3,19,2,1,0,0,0,0,0,0,0,1,43.2
272,1.19,1.66,99.95,99.9,72000,1,3,20,2,1,0,0,0,0,0,0,0,1,37.33
273,5.62,0.54,99.07,99.99,72900,1,3,20,2,1,0,0,0,0,0,0,0,1,41.0
274,2.88,1.22,99.7,99.95,73800,1,3,20,2,1,0,0,0,0,0,0,0,1,37.3
275,2.02,6.98,99.81,97.8,74700,1,3,20,2,1,0,0,0,0,0,0,0,1,32.72
276,0.0,23.83,100.0,38.13,75600,1,3,21,2,1,0,0,0,0,0,0,0,1,9.83
277,0.0,24.8,100.0,30.56,76500,1,3,21,2,1,0,0,0,0,0,0,0,1,7.96
278,0.0,26.82,100.0,19.88,77400,1,3,21,2,1,0,0,0,0,0,0,0,1,5.44
279,0.0,26.78,100.0,18.74,78300,1,3,21,2,1,0,0,0,0,0,0,0,1,5.11
280,0.0,26.78,100.0,18.99,79200,1,3,22,2,1,0,0,0,0,0,0,0,1,5.18
281,1.91,15.16,93.34,31.15,80100,1,3,22,2,1,0,0,0,0,0,0,0,1,4.97
282,5.26,0.0,67.02,100.0,81000,1,3,22,2,1,0,0,0,0,0,0,0,1,4.75
283,5.15,0.0,66.94,100.0,81900,1,3,22,2,1,0,0,0,0,0,0,0,1,4.64
284,4.97,0.0,68.24,100.0,82800,1,3,23,2,1,0,0,0,0,0,0,0,1,4.64
285,4.39,0.0,73.22,100.0,83700,1,3,23,2,1,0,0,0,0,0,0,0,1,4.72
286,4.25,0.0,73.52,100.0,84600,1,3,23,2,1,0,0,0,0,0,0,0,1,4.61
287,4.43,0.0,71.8,100.0,85500,1,3,23,2,1,0,0,0,0,0,0,0,1,4.57
288,4.5,0.0,71.25,100.0,0,1,3,0,2,1,0,0,0,0,0,0,0,1,4.57
289,4.57,0.0,71.02,100.0,900,1,4,0,3,1,0,0,0,0,0,1,0,0,4.61
290,4.57,0.0,71.25,100.0,1800,1,4,0,3,1,0,0,0,0,0,1,0,0,4.64
291,4.68,0.0,70.41,100.0,2700,1,4,0,3,1,0,0,0,0,0,1,0,0,4.64
292,4.79,0.0,69.34,100.0,3600,1,4,1,3,1,0,0,0,0,0,1,0,0,4.61
293,4.64,0.0,70.48,100.0,4500,1,4,1,3,1,0,0,0,0,0,1,0,0,4.61
294,4.93,0.0,68.3,100.0,5400,1,4,1,3,1,0,0,0,0,0,1,0,0,4.61
295,4.64,0.0,71.01,100.0,6300,1,4,1,3,1,0,0,0,0,0,1,0,0,4.68
296,4.79,0.0,69.58,100.0,7200,1,4,2,3,1,0,0,0,0,0,1,0,0,4.64
297,4.75,0.0,69.65,100.0,8100,1,4,2,3,1,0,0,0,0,0,1,0,0,4.61
298,4.9,0.0,68.76,100.0,9000,1,4,2,3,1,0,0,0,0,0,1,0,0,4.64
299,4.9,0.0,68.52,100.0,9900,1,4,2,3,1,0,0,0,0,0,1,0,0,4.61
300,4.93,0.0,68.85,100.0,10800,1,4,3,3,1,0,0,0,0,0,1,0,0,4.68
301,5.0,0.0,68.34,100.0,11700,1,4,3,3,1,0,0,0,0,0,1,0,0,4.68
302,4.86,0.0,68.82,100.0,12600,1,4,3,3,1,0,0,0,0,0,1,0,0,4.61
303,4.86,0.0,68.82,100.0,13500,1,4,3,3,1,0,0,0,0,0,1,0,0,4.61
304,5.15,0.0,67.25,100.0,14400,1,4,4,3,1,0,0,0,0,0,1,0,0,4.68
305,4.72,0.0,69.87,100.0,15300,1,4,4,3,1,0,0,0,0,0,1,0,0,4.61
306,4.72,0.0,70.1,100.0,16200,1,4,4,3,1,0,0,0,0,0,1,0,0,4.64
307,4.54,0.0,71.48,100.0,17100,1,4,4,3,1,0,0,0,0,0,1,0,0,4.64
308,4.64,0.0,70.48,100.0,18000,1,4,5,3,1,0,0,0,0,0,1,0,0,4.61
309,4.5,0.0,71.56,100.0,18900,1,4,5,3,1,0,0,0,0,0,1,0,0,4.61
310,4.5,0.0,71.79,100.0,19800,1,4,5,3,1,0,0,0,0,0,1,0,0,4.64
311,4.39,0.0,72.42,100.0,20700,1,4,5,3,1,0,0,0,0,0,1,0,0,4.61
312,4.54,0.0,71.25,100.0,21600,1,4,6,3,1,0,0,0,0,0,1,0,0,4.61
313,4.64,0.0,70.48,100.0,22500,1,4,6,3,1,0,0,0,0,0,1,0,0,4.61
314,4.82,0.0,69.35,100.0,23400,1,4,6,3,1,0,0,0,0,0,1,0,0,4.64
315,4.68,0.0,69.86,100.0,24300,1,4,6,3,1,0,0,0,0,0,1,0,0,4.57
316,4.57,0.0,71.25,100.0,25200,1,4,7,3,1,0,0,0,0,0,1,0,0,4.64
317,4.61,0.0,70.17,100.0,26100,1,4,7,3,1,0,0,0,0,0,1,0,0,4.54
318,4.79,0.0,74.56,100.0,27000,1,4,7,3,1,0,0,0,0,0,1,0,0,5.36
319,4.9,0.0,82.15,100.0,27900,1,4,7,3,1,0,0,0,0,0,1,0,0,7.06
320,4.68,0.0,85.78,100.0,28800,1,4,8,3,1,0,0,0,0,0,1,0,0,7.81
321,51.73,0.0,84.93,100.0,29700,1,4,8,3,1,0,0,0,0,0,1,0,0,83.23
322,74.88,0.0,87.63,100.0,30600,1,4,8,3,1,0,0,0,0,0,1,0,0,136.19
323,75.82,0.0,81.92,100.0,31500,1,4,8,3,1,0,0,0,0,0,1,0,0,108.29
324,53.6,0.0,92.57,100.0,32400,1,4,9,3,1,0,0,0,0,0,1,0,0,131.18
325,56.7,0.0,92.3,100.0,33300,1,4,9,3,1,0,0,0,0,0,1,0,0,136.04
326,46.22,0.0,94.06,100.0,34200,1,4,9,3,1,0,0,0,0,0,1,0,0,128.02
327,53.53,0.0,92.75,100.0,35100,1,4,9,3,1,0,0,0,0,0,1,0,0,132.84
328,39.17,0.0,94.35,100.0,36000,1,4,10,3,1,0,0,0,0,0,1,0,0,111.49
329,38.95,0.0,95.46,100.0,36900,1,4,10,3,1,0,0,0,0,0,1,0,0,124.78
330,30.89,0.0,95.25,100.0,37800,1,4,10,3,1,0,0,0,0,0,1,0,0,96.66
331,41.04,0.0,95.28,100.0,38700,1,4,10,3,1,0,0,0,0,0,1,0,0,128.81
332,28.94,0.0,93.81,100.0,39600,1,4,11,3,1,0,0,0,0,0,1,0,0,78.37
333,59.04,0.0,87.13,100.0,40500,1,4,11,3,1,0,0,0,0,0,1,0,0,104.8
334,61.2,0.0,90.7,100.0,41400,1,4,11,3,1,0,0,0,0,0,1,0,0,131.83
335,60.19,0.0,88.28,100.0,42300,1,4,11,3,1,0,0,0,0,0,1,0,0,113.11
336,60.55,0.0,90.4,100.0,43200,1,4,12,3,1,0,0,0,0,0,1,0,0,128.05
337,3.78,18.79,96.61,60.16,44100,1,4,12,3,1,0,0,0,0,0,1,0,0,14.15
338,0.0,26.39,100.0,28.51,45000,1,4,12,3,1,0,0,0,0,0,1,0,0,7.85
339,0.0,26.89,100.0,25.26,45900,1,4,12,3,1,0,0,0,0,0,1,0,0,7.02
340,0.07,26.46,100.0,27.71,46800,1,4,13,3,1,0,0,0,0,0,1,0,0,7.63
341,21.24,1.19,96.52,99.99,47700,1,4,13,3,1,0,0,0,0,0,1,0,0,78.37
342,51.95,0.0,93.37,100.0,48600,1,4,13,3,1,0,0,0,0,0,1,0,0,135.43
343,33.66,0.0,95.24,100.0,49500,1,4,13,3,1,0,0,0,0,0,1,0,0,105.12
344,41.4,0.0,94.58,100.0,50400,1,4,14,3,1,0,0,0,0,0,1,0,0,120.6
345,41.72,0.0,94.28,100.0,51300,1,4,14,3,1,0,0,0,0,0,1,0,0,117.97
346,43.56,0.0,94.17,100.0,52200,1,4,14,3,1,0,0,0,0,0,1,0,0,121.93
347,44.35,0.0,93.9,100.0,53100,1,4,14,3,1,0,0,0,0,0,1,0,0,121.07
348,38.45,0.0,94.87,100.0,54000,1,4,15,3,1,0,0,0,0,0,1,0,0,115.42
349,41.15,0.0,94.2,100.0,54900,1,4,15,3,1,0,0,0,0,0,1,0,0,115.49
350,39.06,0.0,93.38,100.0,55800,1,4,15,3,1,0,0,0,0,0,1,0,0,101.92
351,51.8,0.0,93.63,100.0,56700,1,4,15,3,1,0,0,0,0,0,1,0,0,138.06
352,49.97,0.0,92.19,100.0,57600,1,4,16,3,1,0,0,0,0,0,1,0,0,118.94
353,54.94,0.0,93.45,100.0,58500,1,4,16,3,1,0,0,0,0,0,1,0,0,144.29
354,28.73,0.0,95.09,100.0,59400,1,4,16,3,1,0,0,0,0,0,1,0,0,88.27
355,38.99,0.0,95.1,100.0,60300,1,4,16,3,1,0,0,0,0,0,1,0,0,119.99
356,37.26,0.0,93.43,100.0,61200,1,4,17,3,1,0,0,0,0,0,1,0,0,97.63
357,43.88,0.0,94.79,100.0,62100,1,4,17,3,1,0,0,0,0,0,1,0,0,130.61
358,51.44,0.0,92.15,100.0,63000,1,4,17,3,1,0,0,0,0,0,1,0,0,122.04
359,1.94,3.46,99.9,99.68,63900,1,4,17,3,1,0,0,0,0,0,1,0,0,43.06
360,7.09,2.12,99.42,99.95,64800,1,4,18,3,1,0,0,0,0,0,1,0,0,65.38
361,16.24,0.54,92.56,99.99,65700,1,4,18,3,1,0,0,0,0,0,1,0,0,39.71
362,33.34,0.0,83.99,100.0,66600,1,4,18,3,1,0,0,0,0,0,1,0,0,51.59
363,15.26,0.0,94.99,100.0,67500,1,4,18,3,1,0,0,0,0,0,1,0,0,46.4
364,28.55,0.0,92.03,100.0,68400,1,4,19,3,1,0,0,0,0,0,1,0,0,67.18
365,18.0,0.0,94.76,100.0,69300,1,4,19,3,1,0,0,0,0,0,1,0,0,53.39
366,16.31,0.0,95.54,100.0,70200,1,4,19,3,1,0,0,0,0,0,1,0,0,52.74
367,38.88,0.0,87.37,100.0,71100,1,4,19,3,1,0,0,0,0,0,1,0,0,69.84
368,17.93,0.0,94.37,100.0,72000,1,4,20,3,1,0,0,0,0,0,1,0,0,51.16
369,28.58,0.0,91.45,100.0,72900,1,4,20,3,1,0,0,0,0,0,1,0,0,64.58
370,39.92,0.0,86.65,100.0,73800,1,4,20,3,1,0,0,0,0,0,1,0,0,69.3
371,11.99,0.04,96.85,100.0,74700,1,4,20,3,1,0,0,0,0,0,1,0,0,46.62
372,3.1,2.77,99.64,99.71,75600,1,4,21,3,1,0,0,0,0,0,1,0,0,36.22
373,0.0,24.08,100.0,32.52,76500,1,4,21,3,1,0,0,0,0,0,1,0,0,8.28
374,0.0,25.56,100.0,23.14,77400,1,4,21,3,1,0,0,0,0,0,1,0,0,6.08
375,0.0,25.78,100.0,19.99,78300,1,4,21,3,1,0,0,0,0,0,1,0,0,5.26
376,0.0,25.85,100.0,19.54,79200,1,4,22,3,1,0,0,0,0,0,1,0,0,5.15
377,2.16,14.65,91.91,32.53,80100,1,4,22,3,1,0,0,0,0,0,1,0,0,5.04
378,6.37,0.0,60.34,100.0,81000,1,4,22,3,1,0,0,0,0,0,1,0,0,4.82
379,6.34,0.0,59.96,100.0,81900,1,4,22,3,1,0,0,0,0,0,1,0,0,4.75
380,6.01,0.0,62.33,100.0,82800,1,4,23,3,1,0,0,0,0,0,1,0,0,4.79
381,5.18,0.0,66.72,100.0,83700,1,4,23,3,1,0,0,0,0,0,1,0,0,4.64
382,4.79,0.0,69.58,100.0,84600,1,4,23,3,1,0,0,0,0,0,1,0,0,4.64
383,5.04,0.0,67.49,100.0,85500,1,4,23,3,1,0,0,0,0,0,1,0,0,4.61
384,5.04,0.0,67.73,100.0,0,1,4,0,3,1,0,0,0,0,0,1,0,0,4.64
385,5.15,0.0,67.57,100.0,900,1,5,0,4,1,0,1,0,0,0,0,0,0,4.72
386,5.22,0.0,66.75,100.0,1800,1,5,0,4,1,0,1,0,0,0,0,0,0,4.68
387,5.54,0.0,64.53,100.0,2700,1,5,0,4,1,0,1,0,0,0,0,0,0,4.68
388,5.58,0.0,64.58,100.0,3600,1,5,1,4,1,0,1,0,0,0,0,0,0,4.72
389,5.36,0.0,65.77,100.0,4500,1,5,1,4,1,0,1,0,0,0,0,0,0,4.68
390,5.33,0.0,65.98,100.0,5400,1,5,1,4,1,0,1,0,0,0,0,0,0,4.68
391,4.86,0.0,68.82,100.0,6300,1,5,1,4,1,0,1,0,0,0,0,0,0,4.61
392,4.68,0.0,70.18,100.0,7200,1,5,2,4,1,0,1,0,0,0,0,0,0,4.61
393,5.0,0.0,68.02,100.0,8100,1,5,2,4,1,0,1,0,0,0,0,0,0,4.64
394,4.97,0.0,68.24,100.0,9000,1,5,2,4,1,0,1,0,0,0,0,0,0,4.64
395,5.22,0.0,66.75,100.0,9900,1,5,2,4,1,0,1,0,0,0,0,0,0,4.68
396,5.04,0.0,67.73,100.0,10800,1,5,3,4,1,0,1,0,0,0,0,0,0,4.64
397,5.08,0.0,67.2,100.0,11700,1,5,3,4,1,0,1,0,0,0,0,0,0,4.61
398,5.04,0.0,68.05,100.0,12600,1,5,3,4,1,0,1,0,0,0,0,0,0,4.68
399,5.0,0.0,67.79,100.0,13500,1,5,3,4,1,0,1,0,0,0,0,0,0,4.61
400,5.0,0.0,68.65,100.0,14400,1,5,4,4,1,0,1,0,0,0,0,0,0,4.72
401,4.68,0.0,70.18,100.0,15300,1,5,4,4,1,0,1,0,0,0,0,0,0,4.61
402,4.72,0.0,69.87,100.0,16200,1,5,4,4,1,0,1,0,0,0,0,0,0,4.61
403,4.86,0.0,68.82,100.0,17100,1,5,4,4,1,0,1,0,0,0,0,0,0,4.61
404,4.82,0.0,69.12,100.0,18000,1,5,5,4,1,0,1,0,0,0,0,0,0,4.61
405,4.97,0.0,68.55,100.0,18900,1,5,5,4,1,0,1,0,0,0,0,0,0,4.68
406,4.93,0.0,68.54,100.0,19800,1,5,5,4,1,0,1,0,0,0,0,0,0,4.64
407,4.79,0.0,69.03,100.0,20700,1,5,5,4,1,0,1,0,0,0,0,0,0,4.57
408,4.93,0.0,68.54,100.0,21600,1,5,6,4,1,0,1,0,0,0,0,0,0,4.64
409,4.79,0.0,69.34,100.0,22500,1,5,6,4,1,0,1,0,0,0,0,0,0,4.61
410,4.82,0.0,69.35,100.0,23400,1,5,6,4,1,0,1,0,0,0,0,0,0,4.64
411,4.72,0.0,69.87,100.0,24300,1,5,6,4,1,0,1,0,0,0,0,0,0,4.61
412,4.9,0.0,68.52,100.0,25200,1,5,7,4,1,0,1,0,0,0,0,0,0,4.61
413,5.08,0.0,66.88,100.0,26100,1,5,7,4,1,0,1,0,0,0,0,0,0,4.57
414,4.97,0.0,73.14,100.0,27000,1,5,7,4,1,0,1,0,0,0,0,0,0,5.33
415,5.18,0.0,80.3,100.0,27900,1,5,7,4,1,0,1,0,0,0,0,0,0,6.98
416,4.97,0.0,81.62,100.0,28800,1,5,8,4,1,0,1,0,0,0,0,0,0,7.02
417,45.22,0.0,84.73,100.0,29700,1,5,8,4,1,0,1,0,0,0,0,0,0,72.14
418,66.56,0.0,87.03,100.0,30600,1,5,8,4,1,0,1,0,0,0,0,0,0,117.61
419,62.35,0.0,84.55,100.0,31500,1,5,8,4,1,0,1,0,0,0,0,0,0,98.71
420,59.44,0.0,91.68,100.0,32400,1,5,9,4,1,0,1,0,0,0,0,0,0,136.48
421,36.47,0.0,95.73,100.0,33300,1,5,9,4,1,0,1,0,0,0,0,0,0,120.71
422,32.76,0.0,94.52,100.0,34200,1,5,9,4,1,0,1,0,0,0,0,0,0,94.82
423,39.02,0.0,94.67,100.0,35100,1,5,9,4,1,0,1,0,0,0,0,0,0,114.7
424,45.47,0.0,94.56,100.0,36000,1,5,10,4,1,0,1,0,0,0,0,0,0,132.16
425,26.35,0.0,94.62,100.0,36900,1,5,10,4,1,0,1,0,0,0,0,0,0,77.08
426,45.4,0.0,94.29,100.0,37800,1,5,10,4,1,0,1,0,0,0,0,0,0,128.56
427,46.04,0.0,94.46,100.0,38700,1,5,10,4,1,0,1,0,0,0,0,0,0,132.48
428,43.81,0.0,93.38,100.0,39600,1,5,11,4,1,0,1,0,0,0,0,0,0,114.3
429,63.86,0.0,89.74,100.0,40500,1,5,11,4,1,0,1,0,0,0,0,0,0,129.85
430,65.99,0.0,87.67,100.0,41400,1,5,11,4,1,0,1,0,0,0,0,0,0,120.28
431,63.79,0.0,89.78,100.0,42300,1,5,11,4,1,0,1,0,0,0,0,0,0,130.03
432,42.19,0.0,91.83,100.0,43200,1,5,12,4,1,0,1,0,0,0,0,0,0,97.88
433,0.72,20.2,99.67,40.17,44100,1,5,12,4,1,0,1,0,0,0,0,0,0,8.86
434,0.0,26.32,100.0,28.81,45000,1,5,12,4,1,0,1,0,0,0,0,0,0,7.92
435,0.0,25.74,100.0,30.76,45900,1,5,12,4,1,0,1,0,0,0,0,0,0,8.32
436,0.0,25.81,100.0,30.31,46800,1,5,13,4,1,0,1,0,0,0,0,0,0,8.21
437,10.12,7.6,98.02,98.87,47700,1,5,13,4,1,0,1,0,0,0,0,0,0,50.08
438,41.83,0.0,94.8,100.0,48600,1,5,13,4,1,0,1,0,0,0,0,0,0,124.63
439,36.43,0.0,95.26,100.0,49500,1,5,13,4,1,0,1,0,0,0,0,0,0,114.05
440,19.37,0.0,96.35,100.0,50400,1,5,14,4,1,0,1,0,0,0,0,0,0,69.73
441,29.77,0.0,92.52,100.0,51300,1,5,14,4,1,0,1,0,0,0,0,0,0,72.58
442,36.65,0.0,92.16,100.0,52200,1,5,14,4,1,0,1,0,0,0,0,0,0,87.05
443,59.04,0.0,91.31,100.0,53100,1,5,14,4,1,0,1,0,0,0,0,0,0,132.23
444,28.76,0.0,94.33,100.0,54000,1,5,15,4,1,0,1,0,0,0,0,0,0,81.72
445,36.9,0.0,93.45,100.0,54900,1,5,15,4,1,0,1,0,0,0,0,0,0,96.84
446,56.52,0.0,91.69,100.0,55800,1,5,15,4,1,0,1,0,0,0,0,0,0,129.85
447,38.09,0.0,92.53,100.0,56700,1,5,15,4,1,0,1,0,0,0,0,0,0,92.95
448,66.92,0.0,90.94,100.0,57600,1,5,16,4,1,0,1,0,0,0,0,0,0,146.34
449,39.02,0.0,92.97,100.0,58500,1,5,16,4,1,0,1,0,0,0,0,0,0,98.5
450,60.62,0.0,90.59,100.0,59400,1,5,16,4,1,0,1,0,0,0,0,0,0,129.67
451,44.93,0.0,93.75,100.0,60300,1,5,16,4,1,0,1,0,0,0,0,0,0,121.07
452,27.79,0.0,92.91,100.0,61200,1,5,17,4,1,0,1,0,0,0,0,0,0,69.8
453,66.35,0.0,91.01,100.0,62100,1,5,17,4,1,0,1,0,0,0,0,0,0,145.69
454,51.98,0.0,91.47,100.0,63000,1,5,17,4,1,0,1,0,0,0,0,0,0,117.68
455,1.8,6.98,99.91,98.62,63900,1,5,17,4,1,0,1,0,0,0,0,0,0,41.54
456,13.5,3.56,98.42,99.89,64800,1,5,18,4,1,0,1,0,0,0,0,0,0,75.06
457,18.9,0.61,91.68,99.99,65700,1,5,18,4,1,0,1,0,0,0,0,0,0,43.38
458,45.68,0.0,83.21,100.0,66600,1,5,18,4,1,0,1,0,0,0,0,0,0,68.54
459,24.62,0.0,92.47,100.0,67500,1,5,18,4,1,0,1,0,0,0,0,0,0,59.8
460,27.65,0.0,92.03,100.0,68400,1,5,19,4,1,0,1,0,0,0,0,0,0,65.05
461,27.72,0.0,92.4,100.0,69300,1,5,19,4,1,0,1,0,0,0,0,0,0,67.0
462,20.92,0.0,93.93,100.0,70200,1,5,19,4,1,0,1,0,0,0,0,0,0,57.28
463,19.66,0.0,94.28,100.0,71100,1,5,19,4,1,0,1,0,0,0,0,0,0,55.62
464,16.34,0.0,95.36,100.0,72000,1,5,20,4,1,0,1,0,0,0,0,0,0,51.77
465,4.18,0.04,99.56,100.0,72900,1,5,20,4,1,0,1,0,0,0,0,0,0,44.17
466,11.52,0.07,97.89,100.0,73800,1,5,20,4,1,0,1,0,0,0,0,0,0,55.15
467,1.4,4.43,99.93,99.33,74700,1,5,20,4,1,0,1,0,0,0,0,0,0,38.05
468,0.0,17.64,100.0,74.18,75600,1,5,21,4,1,0,1,0,0,0,0,0,0,19.51
469,0.0,24.05,100.0,36.13,76500,1,5,21,4,1,0,1,0,0,0,0,0,0,9.32
470,0.0,26.68,100.0,17.03,77400,1,5,21,4,1,0,1,0,0,0,0,0,0,4.61
471,0.0,26.64,100.0,16.8,78300,1,5,21,4,1,0,1,0,0,0,0,0,0,4.54
472,0.0,26.6,100.0,16.82,79200,1,5,22,4,1,0,1,0,0,0,0,0,0,4.54
473,1.44,15.19,94.78,27.12,80100,1,5,22,4,1,0,1,0,0,0,0,0,0,4.28
474,4.32,0.0,68.84,100.0,81000,1,5,22,4,1,0,1,0,0,0,0,0,0,4.1
475,4.21,0.0,70.12,100.0,81900,1,5,22,4,1,0,1,0,0,0,0,0,0,4.14
476,4.07,0.0,70.71,100.0,82800,1,5,23,4,1,0,1,0,0,0,0,0,0,4.07
477,3.2,0.0,78.31,100.0,83700,1,5,23,4,1,0,1,0,0,0,0,0,0,4.03
478,3.85,0.0,72.65,100.0,84600,1,5,23,4,1,0,1,0,0,0,0,0,0,4.07
479,4.39,0.0,68.61,100.0,85500,1,5,23,4,1,0,1,0,0,0,0,0,0,4.14
480,4.5,0.0,67.71,100.0,0,1,5,0,4,1,0,1,0,0,0,0,0,0,4.14
481,4.5,0.0,67.71,100.0,900,1,6,0,5,0,1,0,0,1,0,0,0,0,4.14
482,4.82,0.0,65.16,100.0,1800,1,6,0,5,0,1,0,0,1,0,0,0,0,4.14
483,4.68,0.0,65.9,100.0,2700,1,6,0,5,0,1,0,0,1,0,0,0,0,4.1
484,4.93,0.0,64.31,100.0,3600,1,6,1,5,0,1,0,0,1,0,0,0,0,4.14
485,4.64,0.0,66.58,100.0,4500,1,6,1,5,0,1,0,0,1,0,0,0,0,4.14
486,4.57,0.0,67.49,100.0,5400,1,6,1,5,0,1,0,0,1,0,0,0,0,4.18
487,5.0,0.0,63.78,100.0,6300,1,6,1,5,0,1,0,0,1,0,0,0,0,4.14
488,5.36,0.0,61.5,100.0,7200,1,6,2,5,0,1,0,0,1,0,0,0,0,4.18
489,5.47,0.0,60.72,100.0,8100,1,6,2,5,0,1,0,0,1,0,0,0,0,4.18
490,5.4,0.0,61.21,100.0,9000,1,6,2,5,0,1,0,0,1,0,0,0,0,4.18
491,5.58,0.0,60.86,100.0,9900,1,6,2,5,0,1,0,0,1,0,0,0,0,4.28
492,5.62,0.0,59.95,100.0,10800,1,6,3,5,0,1,0,0,1,0,0,0,0,4.21
493,5.54,0.0,59.86,100.0,11700,1,6,3,5,0,1,0,0,1,0,0,0,0,4.14
494,5.54,0.0,60.23,100.0,12600,1,6,3,5,0,1,0,0,1,0,0,0,0,4.18
495,5.72,0.0,59.0,100.0,13500,1,6,3,5,0,1,0,0,1,0,0,0,0,4.18
496,5.76,0.0,59.64,100.0,14400,1,6,4,5,0,1,0,0,1,0,0,0,0,4.28
497,5.8,0.0,58.74,100.0,15300,1,6,4,5,0,1,0,0,1,0,0,0,0,4.21
498,5.58,0.0,59.95,100.0,16200,1,6,4,5,0,1,0,0,1,0,0,0,0,4.18
499,5.83,0.0,58.54,100.0,17100,1,6,4,5,0,1,0,0,1,0,0,0,0,4.21
500,5.83,0.0,58.27,100.0,18000,1,6,5,5,0,1,0,0,1,0,0,0,0,4.18
501,5.51,0.0,61.08,100.0,18900,1,6,5,5,0,1,0,0,1,0,0,0,0,4.25
502,5.29,0.0,62.0,100.0,19800,1,6,5,5,0,1,0,0,1,0,0,0,0,4.18
503,5.26,0.0,61.85,100.0,20700,1,6,5,5,0,1,0,0,1,0,0,0,0,4.14
504,5.4,0.0,60.84,100.0,21600,1,6,6,5,0,1,0,0,1,0,0,0,0,4.14
505,5.47,0.0,60.35,100.0,22500,1,6,6,5,0,1,0,0,1,0,0,0,0,4.14
506,5.29,0.0,62.27,100.0,23400,1,6,6,5,0,1,0,0,1,0,0,0,0,4.21
507,5.4,0.0,61.49,100.0,24300,1,6,6,5,0,1,0,0,1,0,0,0,0,4.21
508,5.51,0.0,60.07,100.0,25200,1,6,7,5,0,1,0,0,1,0,0,0,0,4.14
509,5.22,0.0,61.49,100.0,26100,1,6,7,5,0,1,0,0,1,0,0,0,0,4.07
510,5.29,0.0,61.26,100.0,27000,1,6,7,5,0,1,0,0,1,0,0,0,0,4.1
511,5.26,0.0,61.48,100.0,27900,1,6,7,5,0,1,0,0,1,0,0,0,0,4.1
512,5.29,0.0,62.0,100.0,28800,1,6,8,5,0,1,0,0,1,0,0,0,0,4.18
513,5.11,0.0,62.3,100.0,29700,1,6,8,5,0,1,0,0,1,0,0,0,0,4.07
514,5.11,0.0,62.3,100.0,30600,1,6,8,5,0,1,0,0,1,0,0,0,0,4.07
515,5.08,0.14,62.53,99.94,31500,1,6,8,5,0,1,0,0,1,0,0,0,0,4.07
516,0.0,20.7,100.0,20.61,32400,1,6,9,5,0,1,0,0,1,0,0,0,0,4.36
517,0.0,26.5,100.0,16.89,33300,1,6,9,5,0,1,0,0,1,0,0,0,0,4.54
518,0.0,26.39,100.0,16.56,34200,1,6,9,5,0,1,0,0,1,0,0,0,0,4.43
519,0.0,20.99,100.0,18.72,35100,1,6,9,5,0,1,0,0,1,0,0,0,0,4.0
520,0.0,23.33,100.0,17.92,36000,1,6,10,5,0,1,0,0,1,0,0,0,0,4.25
521,0.0,23.33,100.0,18.04,36900,1,6,10,5,0,1,0,0,1,0,0,0,0,4.28
522,0.0,19.73,100.0,19.01,37800,1,6,10,5,0,1,0,0,1,0,0,0,0,3.82
523,0.0,26.89,100.0,15.86,38700,1,6,10,5,0,1,0,0,1,0,0,0,0,4.32
524,0.0,17.93,100.0,18.95,39600,1,6,11,5,0,1,0,0,1,0,0,0,0,3.46
525,0.0,9.9,100.0,37.46,40500,1,6,11,5,0,1,0,0,1,0,0,0,0,4.0
526,0.0,7.06,100.0,44.31,41400,1,6,11,5,0,1,0,0,1,0,0,0,0,3.49
527,0.0,7.63,100.0,43.73,42300,1,6,11,5,0,1,0,0,1,0,0,0,0,3.71
528,0.0,7.42,100.0,46.43,43200,1,6,12,5,0,1,0,0,1,0,0,0,0,3.89
529,0.0,14.08,100.0,24.32,44100,1,6,12,5,0,1,0,0,1,0,0,0,0,3.53
530,0.0,24.91,100.0,16.82,45000,1,6,12,5,0,1,0,0,1,0,0,0,0,4.25
531,0.0,17.39,100.0,20.06,45900,1,6,12,5,0,1,0,0,1,0,0,0,0,3.56
532,0.0,22.54,100.0,17.6,46800,1,6,13,5,0,1,0,0,1,0,0,0,0,4.03
533,0.0,19.69,100.0,18.18,47700,1,6,13,5,0,1,0,0,1,0,0,0,0,3.64
534,0.0,18.14,100.0,19.1,48600,1,6,13,5,0,1,0,0,1,0,0,0,0,3.53
535,0.0,25.16,100.0,15.82,49500,1,6,13,5,0,1,0,0,1,0,0,0,0,4.03
536,0.0,17.75,100.0,18.71,50400,1,6,14,5,0,1,0,0,1,0,0,0,0,3.38
537,0.0,20.92,100.0,17.6,51300,1,6,14,5,0,1,0,0,1,0,0,0,0,3.74
538,0.0,21.67,100.0,17.36,52200,1,6,14,5,0,1,0,0,1,0,0,0,0,3.82
